v_upper,v_lower,FCF,overlap,r_centroid_A,transition_moment_integral,vibronic_strength
55,4,2.497419647723e-03,-4.997418981557e-02,2.68808255,-4.997418981557e-02,2.497419647723e-03
55,5,7.955622278284e-04,2.820571268074e-02,2.70021177,2.820571268074e-02,7.955622278284e-04
55,6,1.910100533548e-03,4.370469692777e-02,2.70153930,4.370469692777e-02,1.910100533548e-03
55,7,1.030956606386e-03,-3.210851298934e-02,2.71407550,-3.210851298934e-02,1.030956606386e-03
55,8,1.498110554625e-03,-3.870543314090e-02,2.71557574,-3.870543314090e-02,1.498110554625e-03
55,9,1.244230159995e-03,3.527364682019e-02,2.72863674,3.527364682019e-02,1.244230159995e-03
56,0,6.690449147517e-03,8.179516579552e-02,2.66219657,8.179516579552e-02,6.690449147517e-03
56,1,3.313593941968e-04,-1.820327976483e-02,2.67353814,-1.820327976483e-02,3.313593941968e-04
56,2,3.210606236451e-03,-5.666221171514e-02,2.67446161,-5.666221171514e-02,3.210606236451e-03
56,3,5.948622879307e-04,2.438979884974e-02,2.68597126,2.438979884974e-02,5.948622879307e-04
56,4,2.226444936588e-03,4.718521947165e-02,2.68725472,4.718521947165e-02,2.226444936588e-03
56,5,8.497286586506e-04,-2.915010563704e-02,2.69911326,-2.915010563704e-02,8.497286586506e-04
56,6,1.656452172064e-03,-4.069953528069e-02,2.70058893,-4.069953528069e-02,1.656452172064e-03
56,7,1.089183306085e-03,3.300277724806e-02,2.71295160,3.300277724806e-02,1.089183306085e-03
56,8,1.255620658086e-03,3.543473801352e-02,2.71447326,3.543473801352e-02,1.255620658086e-03
56,9,1.302230849701e-03,-3.608643581321e-02,2.72747677,-3.608643581321e-02,1.302230849701e-03
57,0,6.184373475513e-03,-7.864078760741e-02,2.66160114,-7.864078760741e-02,6.184373475513e-03
57,1,3.542618428500e-04,1.882184483121e-02,2.67257520,1.882184483121e-02,3.542618428500e-04
57,2,2.917135572858e-03,5.401051354003e-02,2.67378485,5.401051354003e-02,2.917135572858e-03
57,3,6.276292048654e-04,-2.505252891158e-02,2.68500765,-2.505252891158e-02,6.276292048654e-04
57,4,1.978181910328e-03,-4.447675696729e-02,2.68648027,-4.447675696729e-02,1.978181910328e-03
57,5,8.862078272445e-04,2.976924297399e-02,2.69813233,2.976924297399e-02,8.862078272445e-04
57,6,1.430215109471e-03,3.781818490450e-02,2.69969179,3.781818490450e-02,1.430215109471e-03
57,7,1.124211063314e-03,-3.352925682615e-02,2.71194171,-3.352925682615e-02,1.124211063314e-03
57,8,1.045550271408e-03,-3.233496979136e-02,2.71341635,-3.233496979136e-02,1.045550271408e-03
57,9,1.331637934241e-03,3.649161457433e-02,2.72642951,3.649161457433e-02,1.331637934241e-03
58,0,5.697964556552e-03,7.548486309554e-02,2.66104924,7.548486309554e-02,5.697964556552e-03
58,1,3.701919712062e-04,-1.924037346847e-02,2.67172387,-1.924037346847e-02,3.701919712062e-04
58,2,2.642008858349e-03,-5.140047527357e-02,2.67315654,-5.140047527357e-02,2.642008858349e-03
58,3,6.481622846190e-04,2.545903149413e-02,2.68414800,2.545903149413e-02,6.481622846190e-04
58,4,1.751714786974e-03,4.185349193286e-02,2.68575778,4.185349193286e-02,1.751714786974e-03
58,5,9.054808611769e-04,-3.009120903481e-02,2.69725138,-3.009120903481e-02,9.054808611769e-04
58,6,1.229861561423e-03,-3.506938210780e-02,2.69884658,-3.506938210780e-02,1.229861561423e-03
58,7,1.137364321924e-03,3.372483242248e-02,2.71103013,3.372483242248e-02,1.137364321924e-03
58,8,8.654328034845e-04,2.941823929953e-02,2.71240290,2.941823929953e-02,8.654328034845e-04
58,9,1.334890683028e-03,-3.653615583266e-02,2.72548044,-3.653615583266e-02,1.334890683028e-03
59,0,5.229423195847e-03,-7.231475088699e-02,2.66053957,-7.231475088699e-02,5.229423195847e-03
59,1,3.790825059702e-04,1.947004124213e-02,2.67096673,1.947004124213e-02,3.790825059702e-04
59,2,2.384161655700e-03,4.882787785374e-02,2.67257534,4.882787785374e-02,2.384161655700e-03
59,3,6.567124387363e-04,-2.562640120533e-02,2.68337793,-2.562640120533e-02,6.567124387363e-04
59,4,1.545714640652e-03,-3.931557758258e-02,2.68508611,-3.931557758258e-02,1.545714640652e-03
59,5,9.084027050647e-04,3.013971972439e-02,2.69645796,3.013971972439e-02,9.084027050647e-04
59,6,1.053413073663e-03,3.245632563404e-02,2.69805242,3.245632563404e-02,1.053413073663e-03
59,7,1.130364511960e-03,-3.362089397920e-02,2.71020568,-3.362089397920e-02,1.130364511960e-03
59,8,7.123523821842e-04,-2.668993035181e-02,2.71143148,-2.668993035181e-02,7.123523821842e-04
59,9,1.314806766482e-03,3.626026429140e-02,2.72461918,3.626026429140e-02,1.314806766482e-03
60,0,4.776711486133e-03,6.911375757498e-02,2.66007096,6.911375757498e-02,4.776711486133e-03
60,1,3.810058484916e-04,-1.951937110902e-02,2.67029146,-1.951937110902e-02,3.810058484916e-04
60,2,2.142270558897e-03,-4.628466872407e-02,2.67204008,-4.628466872407e-02,2.142270558897e-03
60,3,6.537233334889e-04,2.556801387455e-02,2.68268711,2.556801387455e-02,6.537233334889e-04
60,4,1.358580308892e-03,3.685892441312e-02,2.68446437,3.685892441312e-02,1.358580308892e-03
60,5,8.960269233948e-04,-2.993370881456e-02,2.69574303,-2.993370881456e-02,8.960269233948e-04
60,6,8.986440159738e-04,-2.997739174735e-02,2.69730892,-2.997739174735e-02,8.986440159738e-04
60,7,1.105089292032e-03,3.324288332910e-02,2.70946019,3.324288332910e-02,1.105089292032e-03
60,8,5.832170199031e-04,2.414988654017e-02,2.71050155,2.414988654017e-02,5.832170199031e-04
60,9,1.274268121075e-03,-3.569689231676e-02,2.72383814,-3.569689231676e-02,1.274268121075e-03
61,0,4.337557892718e-03,-6.586013887563e-02,2.65964246,-6.586013887563e-02,4.337557892718e-03
61,1,3.761228868720e-04,1.939388787407e-02,2.66968910,1.939388787407e-02,3.761228868720e-04
61,2,1.914813499693e-03,4.375858201191e-02,2.67154984,4.375858201191e-02,1.914813499693e-03
61,3,6.397399376924e-04,-2.529308082643e-02,2.68206794,-2.529308082643e-02,6.397399376924e-04
61,4,1.188541760611e-03,-3.447523401822e-02,2.68389195,-3.447523401822e-02,1.188541760611e-03
61,5,8.694730976403e-04,2.948682922324e-02,2.69509990,2.948682922324e-02,8.694730976403e-04
61,6,7.632277691479e-04,2.762657722462e-02,2.69661619,2.762657722462e-02,7.632277691479e-04
61,7,1.063397819507e-03,-3.260978104046e-02,2.70878757,-3.260978104046e-02,1.063397819507e-03
61,8,4.749476905615e-04,-2.179329462384e-02,2.70961364,-2.179329462384e-02,4.749476905615e-04
61,9,1.216003805878e-03,3.487124611880e-02,2.72313168,3.487124611880e-02,1.216003805878e-03
62,0,3.909441181983e-03,6.252552424397e-02,2.65925331,6.252552424397e-02,3.909441181983e-03
62,1,3.646418316604e-04,-1.909559717999e-02,2.66915307,-1.909559717999e-02,3.646418316604e-04
62,2,1.700106503947e-03,-4.123234778602e-02,2.67110392,-4.123234778602e-02,1.700106503947e-03
62,3,6.153372339398e-04,2.480599189591e-02,2.68151478,2.480599189591e-02,6.153372339398e-04
62,4,1.033730015384e-03,3.215167204647e-02,2.68336857,3.215167204647e-02,1.033730015384e-03
62,5,8.298276651013e-04,-2.880672951068e-02,2.69452358,-2.880672951068e-02,8.298276651013e-04
62,6,6.448349727267e-04,-2.539360101929e-02,2.69597491,-2.539360101929e-02,6.448349727267e-04
62,7,1.007006851071e-03,3.173337125284e-02,2.70818330,3.173337125284e-02,1.007006851071e-03
62,8,3.846001417239e-04,1.961122489096e-02,2.70876960,1.961122489096e-02,3.846001417239e-04
62,9,1.142445959474e-03,-3.380008815778e-02,2.72249562,-3.380008815778e-02,1.142445959474e-03
